Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
38.0,4.8,Sandstorms,Jam,0,motorcycle,3.0,No,Metropolitian,44
35.0,4.8,Cloudy,Jam,2,motorcycle,2.0,No,Metropolitian,36
31.0,4.9,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,28
30.0,4.3,Windy,Medium,1,scooter,2.0,No,Metropolitian,37
24.0,4.9,Fog,Medium,1,motorcycle,0.0,No,Urban,10
33.0,4.8,Stormy,Low,2,motorcycle,0.0,No,Urban,23
29.0,4.6,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,22
38.0,4.6,Stormy,High,2,scooter,1.0,No,Metropolitian,26
26.0,4.9,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,34
39.0,4.8,Sandstorms,Medium,2,scooter,0.0,No,Metropolitian,26
24.0,4.5,Fog,Low,0,motorcycle,,No,Metropolitian,21
34.0,4.2,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,28
26.0,4.7,Windy,Low,2,motorcycle,0.0,No,Metropolitian,14
35.0,4.7,Cloudy,Medium,2,motorcycle,1.0,No,Metropolitian,17
36.0,4.2,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,37
24.0,2.6,Sunny,Low,1,motorcycle,1.0,Yes,Metropolitian,42
,,Sunny,Medium,0,motorcycle,0.0,No,Urban,17
33.0,4.3,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,34
26.0,4.6,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,25
32.0,5.0,Windy,Jam,1,scooter,1.0,No,Urban,30
37.0,4.9,Fog,Jam,0,motorcycle,2.0,No,Metropolitian,48
26.0,4.9,Stormy,Low,2,scooter,1.0,No,Metropolitian,18
31.0,4.8,Stormy,Low,1,scooter,0.0,No,Metropolitian,28
37.0,4.6,Stormy,Medium,1,motorcycle,1.0,No,Urban,26
26.0,4.7,Sunny,Jam,2,scooter,0.0,No,Urban,16
37.0,4.8,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,25
22.0,4.6,Sunny,Jam,2,motorcycle,0.0,No,Metropolitian,22
21.0,4.4,Windy,Low,0,motorcycle,0.0,No,Metropolitian,15
22.0,4.0,Sandstorms,Low,0,motorcycle,1.0,No,Urban,28
38.0,4.5,Windy,Low,1,motorcycle,1.0,No,Urban,20
28.0,4.0,Stormy,High,0,motorcycle,1.0,No,Metropolitian,32
29.0,4.7,Sandstorms,Jam,1,scooter,0.0,No,Urban,17
31.0,4.9,Cloudy,High,1,motorcycle,1.0,No,Metropolitian,38
24.0,4.8,Cloudy,Low,2,scooter,0.0,No,Metropolitian,14
33.0,4.8,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,26
26.0,4.9,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,30
,,Windy,Low,1,scooter,1.0,No,Metropolitian,28
20.0,4.7,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,29
29.0,4.8,Windy,Low,1,scooter,0.0,No,Urban,12
32.0,4.0,Windy,Medium,0,motorcycle,3.0,Yes,Urban,49
20.0,4.9,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,42
26.0,5.0,Sandstorms,Medium,2,electric_scooter,1.0,No,Urban,24
38.0,4.8,Cloudy,Jam,2,motorcycle,1.0,No,Metropolitian,46
34.0,4.6,Sandstorms,High,2,electric_scooter,1.0,No,Urban,27
27.0,4.5,Stormy,Low,1,motorcycle,0.0,No,Metropolitian,13
29.0,5.0,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,25
24.0,4.9,Windy,Jam,2,motorcycle,1.0,No,Urban,24
21.0,4.9,Cloudy,Low,1,motorcycle,0.0,No,Metropolitian,12
33.0,4.4,Windy,Low,0,motorcycle,1.0,No,Metropolitian,24
35.0,4.7,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,29
35.0,4.7,Stormy,Low,2,scooter,1.0,No,Metropolitian,18
,,,,3,scooter,1.0,No,Metropolitian,20
,,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,13
29.0,4.8,Cloudy,Low,1,motorcycle,1.0,No,Metropolitian,23
21.0,4.9,Windy,Low,0,motorcycle,1.0,No,Metropolitian,19
29.0,4.6,Windy,Jam,0,motorcycle,1.0,No,Urban,29
22.0,4.7,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,24
,,,,1,scooter,0.0,No,Urban,27
24.0,4.4,Cloudy,Jam,2,scooter,0.0,No,Metropolitian,40
23.0,4.9,Stormy,High,2,scooter,0.0,No,Metropolitian,22
27.0,4.6,Windy,High,2,scooter,,No,Urban,12
33.0,4.1,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,43
35.0,4.6,Windy,Medium,2,scooter,1.0,No,Metropolitian,26
21.0,4.7,Windy,Medium,1,scooter,0.0,No,Metropolitian,27
39.0,4.4,Fog,Low,0,motorcycle,2.0,No,Metropolitian,35
34.0,4.8,Windy,Low,2,scooter,1.0,No,Metropolitian,27
29.0,4.9,Cloudy,High,0,motorcycle,1.0,No,Urban,27
20.0,4.7,Fog,Low,1,scooter,0.0,No,Metropolitian,17
20.0,4.8,Sandstorms,Low,0,motorcycle,0.0,No,Urban,17
30.0,4.7,Sunny,Low,1,motorcycle,0.0,No,Metropolitian,15
37.0,4.7,Fog,Jam,2,scooter,1.0,No,Metropolitian,39
39.0,4.6,Stormy,Jam,1,motorcycle,1.0,No,,25
26.0,5.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,18
32.0,4.9,Cloudy,Medium,0,motorcycle,3.0,Yes,Urban,48
21.0,4.7,Fog,Low,2,scooter,0.0,No,Metropolitian,28
35.0,4.8,Sandstorms,Low,2,scooter,0.0,No,Metropolitian,29
39.0,4.6,Sandstorms,Medium,2,motorcycle,0.0,No,Urban,32
39.0,5.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,41
27.0,4.9,Cloudy,Jam,0,motorcycle,2.0,No,Metropolitian,39
33.0,4.8,Fog,Medium,2,scooter,0.0,No,Metropolitian,16
33.0,4.8,Fog,Jam,0,motorcycle,3.0,No,Metropolitian,48
37.0,4.7,Cloudy,Medium,1,motorcycle,0.0,No,Metropolitian,40
20.0,4.6,Stormy,Low,1,motorcycle,0.0,No,Urban,11
20.0,4.6,Sunny,Jam,2,motorcycle,1.0,No,Urban,19
31.0,4.2,Cloudy,Jam,1,scooter,1.0,No,Urban,35
27.0,4.6,Sunny,High,2,electric_scooter,0.0,No,Metropolitian,16
37.0,4.9,Fog,Medium,1,scooter,0.0,No,Urban,15
34.0,4.4,Stormy,Jam,2,scooter,1.0,No,Urban,31
25.0,4.7,Fog,Low,1,motorcycle,0.0,No,Urban,11
37.0,4.7,Cloudy,Low,0,motorcycle,1.0,No,Urban,22
23.0,4.7,Stormy,Low,1,scooter,1.0,No,,16
27.0,5.0,Fog,High,0,motorcycle,0.0,No,Metropolitian,24
36.0,4.7,Cloudy,Low,2,electric_scooter,0.0,No,Urban,16
30.0,4.3,Windy,Jam,0,motorcycle,1.0,No,,42
20.0,4.9,Cloudy,High,1,motorcycle,1.0,No,Metropolitian,31
28.0,4.7,Fog,Jam,1,scooter,1.0,No,Metropolitian,31
36.0,4.0,Windy,Low,0,motorcycle,0.0,No,Metropolitian,33
20.0,4.7,Stormy,Low,2,scooter,1.0,No,Metropolitian,16
22.0,4.7,Windy,Low,0,motorcycle,1.0,No,Metropolitian,16
28.0,4.7,Sandstorms,Medium,1,motorcycle,,No,Metropolitian,25
34.0,4.8,Cloudy,Low,2,electric_scooter,1.0,No,Metropolitian,18
25.0,4.8,Windy,Medium,1,scooter,0.0,No,Metropolitian,26
38.0,5.0,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,34
34.0,3.5,Windy,Medium,2,motorcycle,1.0,No,Metropolitian,32
24.0,4.9,Windy,Jam,1,motorcycle,0.0,No,Metropolitian,22
33.0,4.6,Windy,Jam,0,motorcycle,2.0,Yes,Urban,50
21.0,4.6,Stormy,High,1,scooter,1.0,No,Urban,16
25.0,4.6,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,23
23.0,4.9,Windy,High,0,motorcycle,1.0,No,Metropolitian,19
34.0,4.9,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,25
25.0,4.7,Fog,Medium,2,scooter,1.0,No,Metropolitian,37
28.0,4.9,Sandstorms,Low,2,electric_scooter,0.0,No,Metropolitian,10
34.0,3.7,Stormy,Jam,1,scooter,1.0,No,Metropolitian,34
24.0,4.5,Stormy,Low,1,scooter,1.0,No,Metropolitian,14
31.0,5.0,Cloudy,Jam,1,motorcycle,1.0,No,,26
38.0,4.6,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,30
32.0,4.8,Sunny,Medium,1,motorcycle,0.0,No,Metropolitian,17
28.0,5.0,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,29
29.0,4.5,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,37
28.0,4.8,Sandstorms,Jam,2,electric_scooter,0.0,No,Metropolitian,23
39.0,4.8,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,30
39.0,4.8,Windy,Jam,1,scooter,1.0,No,Metropolitian,29
26.0,4.8,Windy,Low,2,scooter,0.0,No,Metropolitian,14
33.0,4.8,Stormy,Low,2,electric_scooter,1.0,No,Metropolitian,28
37.0,4.9,Sandstorms,Jam,1,scooter,0.0,No,Metropolitian,27
,,,,3,scooter,0.0,No,Metropolitian,24
24.0,4.6,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,16
36.0,5.0,Sandstorms,Jam,0,motorcycle,2.0,No,Metropolitian,43
22.0,4.7,Fog,Medium,0,motorcycle,3.0,No,Metropolitian,44
21.0,4.6,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,22
29.0,5.0,Windy,Low,1,scooter,,No,Urban,16
33.0,4.7,Fog,Low,2,scooter,1.0,No,Metropolitian,18
27.0,4.1,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,16
,,Windy,Medium,0,motorcycle,0.0,No,Metropolitian,24
30.0,4.2,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,46
22.0,4.8,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,26
20.0,4.9,Stormy,Medium,1,scooter,1.0,No,Urban,17
31.0,4.4,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,44
36.0,4.6,Fog,Medium,2,scooter,1.0,No,Metropolitian,17
39.0,4.9,Windy,Jam,0,motorcycle,2.0,No,Urban,43
32.0,4.7,Fog,Low,0,motorcycle,1.0,No,Metropolitian,41
23.0,4.2,Windy,Medium,0,motorcycle,0.0,No,Metropolitian,34
30.0,3.8,Windy,Jam,2,scooter,1.0,Yes,Metropolitian,40
26.0,4.7,Windy,Low,2,scooter,0.0,No,Urban,16
,,Cloudy,High,1,motorcycle,1.0,No,Metropolitian,23
21.0,4.9,Stormy,High,2,motorcycle,0.0,No,Urban,13
23.0,4.6,Stormy,Medium,2,scooter,1.0,No,Metropolitian,29
22.0,4.9,Sandstorms,High,1,motorcycle,1.0,No,Metropolitian,24
39.0,4.5,Cloudy,Medium,2,motorcycle,1.0,No,Metropolitian,16
32.0,4.1,Stormy,Jam,1,scooter,1.0,No,Metropolitian,34
25.0,4.7,Stormy,Jam,1,motorcycle,0.0,No,Metropolitian,20
30.0,5.0,Fog,High,1,motorcycle,1.0,No,Metropolitian,28
25.0,4.8,Fog,Medium,2,scooter,0.0,No,Metropolitian,30
26.0,4.7,Stormy,Low,2,scooter,0.0,No,Metropolitian,14
30.0,4.6,Windy,High,2,motorcycle,1.0,No,Urban,30
31.0,4.3,Windy,Low,0,motorcycle,1.0,No,Metropolitian,25
33.0,4.8,Sunny,Low,1,motorcycle,0.0,No,Metropolitian,28
20.0,5.0,Sunny,Low,1,scooter,0.0,No,Metropolitian,17
36.0,4.3,Windy,Jam,1,scooter,1.0,No,Urban,33
20.0,4.9,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,36
,,,,3,scooter,,No,Metropolitian,16
38.0,4.1,Sandstorms,Jam,2,scooter,2.0,No,Metropolitian,38
37.0,4.7,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,25
28.0,5.0,Fog,Jam,2,scooter,2.0,No,Metropolitian,40
39.0,3.5,Cloudy,Low,2,motorcycle,0.0,No,Urban,32
31.0,4.0,Cloudy,Jam,1,scooter,0.0,No,Metropolitian,42
30.0,4.9,Sunny,Low,0,motorcycle,1.0,No,Urban,27
27.0,4.9,Sandstorms,Jam,2,motorcycle,1.0,No,Metropolitian,25
30.0,4.9,Sandstorms,Low,2,motorcycle,1.0,No,Metropolitian,24
29.0,4.5,Cloudy,Jam,2,scooter,1.0,No,Urban,30
35.0,4.5,Windy,Low,0,motorcycle,1.0,No,Metropolitian,22
34.0,4.9,Windy,High,0,motorcycle,0.0,No,Metropolitian,31
37.0,4.8,Stormy,Low,2,scooter,1.0,No,Metropolitian,16
34.0,4.9,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,25
31.0,4.9,Cloudy,Low,1,scooter,0.0,No,Metropolitian,16
23.0,4.1,Fog,Jam,2,electric_scooter,1.0,No,Metropolitian,32
29.0,4.7,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,20
20.0,4.9,Stormy,Low,1,motorcycle,1.0,No,Urban,11
26.0,4.1,Sandstorms,Low,0,motorcycle,1.0,No,Urban,21
34.0,4.5,Cloudy,Jam,0,motorcycle,2.0,Yes,Urban,44
34.0,4.9,Fog,Low,1,motorcycle,1.0,No,Metropolitian,19
21.0,4.7,Stormy,Jam,2,scooter,1.0,No,Metropolitian,11
35.0,4.6,Windy,Low,0,motorcycle,1.0,No,Urban,23
20.0,4.7,Stormy,Low,2,electric_scooter,0.0,No,Metropolitian,12
24.0,4.1,Cloudy,Jam,2,electric_scooter,1.0,No,Metropolitian,39
25.0,4.5,Windy,High,1,scooter,1.0,No,Urban,16
22.0,4.8,Cloudy,Low,2,scooter,1.0,No,Urban,17
38.0,4.7,Windy,Medium,1,motorcycle,0.0,No,Urban,24
29.0,4.3,Cloudy,High,1,scooter,1.0,No,Urban,33
24.0,4.8,Sandstorms,Medium,1,scooter,1.0,No,Urban,29
36.0,4.8,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,42
31.0,4.7,Windy,Low,2,electric_scooter,1.0,No,Metropolitian,28
20.0,4.8,Fog,Jam,1,scooter,1.0,No,Metropolitian,25
25.0,4.6,Sunny,Medium,1,scooter,0.0,No,Metropolitian,16
23.0,5.0,Sandstorms,Low,1,scooter,1.0,No,Urban,11
39.0,4.7,Cloudy,Medium,0,motorcycle,2.0,No,Urban,34
21.0,4.7,Cloudy,Medium,0,motorcycle,0.0,No,Metropolitian,35
32.0,4.7,Stormy,Medium,2,scooter,1.0,No,Metropolitian,25
36.0,4.9,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,15
38.0,4.8,Cloudy,Jam,1,motorcycle,3.0,No,Metropolitian,49
34.0,4.3,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,35
23.0,2.5,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,34
32.0,3.6,Stormy,Jam,2,scooter,1.0,No,Urban,39
31.0,4.8,Fog,Low,0,motorcycle,1.0,No,Metropolitian,26
22.0,4.6,Sunny,Jam,2,motorcycle,1.0,No,Metropolitian,11
34.0,3.9,Cloudy,Low,2,electric_scooter,1.0,No,Metropolitian,33
39.0,4.8,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,47
21.0,5.0,Cloudy,Low,1,motorcycle,0.0,No,Metropolitian,25
34.0,3.9,Fog,Low,2,scooter,1.0,No,Metropolitian,37
,,Cloudy,High,0,motorcycle,0.0,No,Urban,29
28.0,4.9,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,15
34.0,4.9,Windy,Low,1,motorcycle,1.0,No,Metropolitian,20
21.0,4.7,Sandstorms,Jam,1,motorcycle,0.0,No,Metropolitian,29
30.0,4.6,Fog,High,2,electric_scooter,1.0,No,Urban,30
36.0,5.0,Fog,Low,2,scooter,1.0,No,Urban,16
25.0,4.5,Cloudy,Low,0,motorcycle,0.0,No,Urban,24
38.0,4.3,Sunny,Jam,2,scooter,0.0,No,Metropolitian,31
24.0,5.0,Sunny,High,2,scooter,0.0,No,Urban,12
31.0,4.0,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,34
31.0,4.7,Sunny,Medium,2,electric_scooter,1.0,No,Metropolitian,29
27.0,4.6,Sunny,Jam,2,motorcycle,0.0,No,Metropolitian,13
23.0,4.8,Fog,Low,1,motorcycle,1.0,No,Urban,11
,,,,3,scooter,0.0,No,Metropolitian,29
25.0,4.7,Sandstorms,Medium,2,scooter,1.0,No,Urban,23
38.0,4.5,Windy,Low,2,electric_scooter,0.0,No,Metropolitian,24
32.0,4.8,Sunny,Medium,0,motorcycle,0.0,No,Urban,26
22.0,4.3,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,36
35.0,4.9,Sandstorms,Jam,2,scooter,1.0,No,Metropolitian,31
35.0,4.1,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,46
34.0,4.8,Sunny,Medium,1,scooter,0.0,No,Metropolitian,18
22.0,3.5,Sunny,Low,2,motorcycle,0.0,No,Metropolitian,33
,,Windy,Low,2,scooter,1.0,No,Metropolitian,27
28.0,4.9,Stormy,Medium,2,scooter,1.0,No,Metropolitian,24
35.0,3.6,Fog,Low,2,motorcycle,0.0,No,Urban,34
38.0,4.8,Fog,Low,1,scooter,1.0,No,Urban,17
31.0,5.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,28
,,,,3,electric_scooter,0.0,No,Metropolitian,27
26.0,5.0,Cloudy,Low,1,scooter,1.0,No,Metropolitian,10
36.0,4.4,Cloudy,Medium,1,motorcycle,1.0,No,Urban,31
26.0,4.6,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,32
38.0,4.1,Fog,Jam,2,scooter,1.0,No,,41
25.0,4.3,Cloudy,Medium,2,scooter,0.0,No,Metropolitian,37
25.0,5.0,Cloudy,High,1,scooter,1.0,No,Urban,32
30.0,4.7,Sandstorms,Medium,2,motorcycle,0.0,No,Urban,24
,,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,24
,,Fog,Medium,2,scooter,1.0,No,Metropolitian,17
33.0,4.2,Cloudy,High,2,scooter,1.0,No,Metropolitian,39
39.0,4.9,Stormy,Medium,1,motorcycle,1.0,No,Metropolitian,26
34.0,4.5,Sandstorms,Jam,2,motorcycle,0.0,No,Metropolitian,28
37.0,4.2,Windy,Low,0,motorcycle,1.0,No,Metropolitian,30
36.0,4.8,Cloudy,Low,0,motorcycle,1.0,No,Urban,20
29.0,4.9,Fog,Jam,0,motorcycle,2.0,No,Metropolitian,45
30.0,4.4,Fog,Low,2,electric_scooter,1.0,No,Metropolitian,35
32.0,5.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,43
21.0,4.8,Stormy,Low,1,motorcycle,1.0,No,Urban,13
24.0,4.2,Cloudy,Medium,2,scooter,1.0,No,Metropolitian,35
28.0,4.9,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,25
39.0,4.9,Stormy,Low,0,motorcycle,1.0,No,Urban,21
21.0,5.0,Sandstorms,Low,1,scooter,0.0,No,Urban,11
24.0,4.8,Fog,Medium,0,motorcycle,,No,Metropolitian,37
35.0,4.8,Windy,Medium,2,scooter,1.0,No,Metropolitian,29
25.0,4.5,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,20
20.0,5.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,22
23.0,4.7,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,31
28.0,4.7,Fog,Low,1,scooter,1.0,No,Metropolitian,25
31.0,4.8,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,22
28.0,4.5,Sunny,Medium,2,scooter,1.0,No,Urban,16
20.0,3.9,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,54
26.0,4.9,Stormy,Jam,2,scooter,1.0,No,Metropolitian,22
34.0,4.6,Sandstorms,Low,2,scooter,0.0,No,Metropolitian,26
24.0,4.8,Sandstorms,High,1,motorcycle,1.0,No,Metropolitian,10
35.0,4.8,Cloudy,Jam,2,motorcycle,1.0,No,Metropolitian,43
31.0,4.7,Sunny,Jam,2,electric_scooter,0.0,No,Urban,19
20.0,4.7,Sunny,Low,0,motorcycle,1.0,No,Urban,28
32.0,4.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,31
25.0,4.7,Sunny,Medium,1,scooter,0.0,No,Metropolitian,19
29.0,5.0,Sandstorms,Jam,0,motorcycle,1.0,No,Urban,20
20.0,4.8,Sandstorms,Jam,1,scooter,0.0,No,Metropolitian,14
23.0,4.7,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,42
33.0,5.0,Sunny,Medium,1,scooter,1.0,No,Metropolitian,25
24.0,4.8,Sunny,Jam,2,motorcycle,0.0,No,Metropolitian,16
25.0,4.8,Fog,Medium,0,motorcycle,0.0,No,Metropolitian,22
,,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,21
31.0,4.4,Cloudy,Low,1,scooter,1.0,No,Metropolitian,37
38.0,4.8,Sunny,Medium,2,electric_scooter,1.0,No,Metropolitian,17
22.0,4.6,Sunny,Jam,0,motorcycle,0.0,No,Urban,15
35.0,4.7,Sunny,Low,2,electric_scooter,1.0,No,Metropolitian,12
34.0,3.8,Cloudy,Low,1,scooter,1.0,No,Metropolitian,39
20.0,4.8,Sunny,Low,2,scooter,1.0,No,Metropolitian,28
29.0,4.6,Cloudy,Low,1,motorcycle,1.0,No,Metropolitian,16
20.0,3.5,Sunny,Jam,0,motorcycle,3.0,Yes,Semi-Urban,50
30.0,4.2,Cloudy,Jam,2,scooter,2.0,No,Metropolitian,49
,,Cloudy,Low,2,motorcycle,1.0,No,Urban,14
24.0,4.4,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,49
35.0,4.0,Fog,Jam,1,scooter,1.0,No,Metropolitian,35
28.0,4.8,Windy,Low,1,scooter,1.0,No,Metropolitian,18
22.0,5.0,Sunny,Jam,2,scooter,0.0,No,Urban,11
23.0,4.8,Cloudy,Jam,2,motorcycle,1.0,No,Urban,33
32.0,4.3,Stormy,Low,0,motorcycle,,No,Metropolitian,28
22.0,4.9,Fog,Low,2,scooter,0.0,No,Metropolitian,16
34.0,4.6,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,29
30.0,4.7,Fog,High,0,motorcycle,1.0,No,Metropolitian,26
20.0,4.8,Stormy,Medium,0,motorcycle,1.0,No,Urban,14
20.0,5.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,36
39.0,4.6,Windy,Low,1,scooter,1.0,No,Metropolitian,24
27.0,4.7,Sandstorms,Low,2,scooter,0.0,No,Metropolitian,11
35.0,4.8,Stormy,Low,2,electric_scooter,0.0,No,Metropolitian,27
24.0,4.8,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,26
25.0,4.9,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,17
28.0,4.8,Fog,Medium,1,motorcycle,0.0,No,Metropolitian,14
33.0,4.6,Cloudy,Low,1,scooter,0.0,No,Metropolitian,30
35.0,4.9,Sandstorms,Low,2,scooter,1.0,No,,21
30.0,4.9,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,35
31.0,4.9,Fog,Low,0,motorcycle,1.0,No,Metropolitian,29
31.0,4.8,Windy,Medium,2,scooter,0.0,No,Metropolitian,21
24.0,4.7,Windy,Low,2,scooter,1.0,No,Metropolitian,16
33.0,5.0,Sandstorms,Low,2,scooter,1.0,No,,24
39.0,4.6,Sunny,Medium,1,scooter,1.0,No,Metropolitian,18
37.0,4.5,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,24
26.0,4.8,Fog,Medium,0,motorcycle,1.0,No,Urban,21
35.0,4.4,Sandstorms,Medium,2,motorcycle,1.0,No,Urban,32
29.0,4.8,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,14
24.0,4.8,Sunny,Low,1,motorcycle,1.0,No,Urban,19
25.0,4.9,Sandstorms,Medium,2,electric_scooter,1.0,No,Urban,27
20.0,4.5,Sandstorms,High,0,motorcycle,1.0,No,Metropolitian,21
28.0,5.0,Windy,Low,1,scooter,,No,Metropolitian,13
29.0,5.0,Sunny,Low,1,motorcycle,0.0,No,Metropolitian,21
37.0,4.8,Stormy,Low,1,motorcycle,1.0,No,Urban,27
30.0,4.8,Sandstorms,Low,2,electric_scooter,1.0,No,Metropolitian,28
23.0,5.0,Fog,Medium,2,scooter,0.0,No,Urban,34
36.0,4.5,Windy,Low,1,motorcycle,1.0,No,Metropolitian,18
39.0,4.5,Fog,Low,2,motorcycle,0.0,No,Metropolitian,37
28.0,4.9,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,13
32.0,4.8,Fog,Low,2,scooter,1.0,No,Metropolitian,18
38.0,4.9,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,31
32.0,4.7,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,24
35.0,4.8,Fog,Jam,2,scooter,1.0,No,Metropolitian,42
33.0,4.8,Sunny,Low,0,motorcycle,1.0,No,Urban,21
27.0,4.9,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,32
28.0,4.9,Sandstorms,Jam,2,scooter,1.0,No,Metropolitian,17
27.0,4.6,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,22
23.0,5.0,Windy,Jam,2,electric_scooter,1.0,No,Metropolitian,27
37.0,4.2,Stormy,Jam,2,scooter,1.0,No,Urban,37
36.0,4.9,Sunny,Medium,0,motorcycle,1.0,No,Urban,24
32.0,4.9,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,47
38.0,4.8,Sunny,Low,2,motorcycle,1.0,No,Metropolitian,17
38.0,4.8,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,27
27.0,5.0,Cloudy,Low,2,scooter,1.0,No,Metropolitian,16
31.0,4.4,Stormy,Jam,0,motorcycle,1.0,Yes,Metropolitian,53
21.0,4.2,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,16
26.0,4.7,Windy,Jam,1,scooter,0.0,No,,22
23.0,4.9,Cloudy,Medium,2,motorcycle,2.0,No,Metropolitian,36
36.0,4.8,Sunny,Jam,1,scooter,1.0,No,Metropolitian,15
,,,,0,motorcycle,1.0,No,Metropolitian,17
34.0,4.7,Fog,High,0,motorcycle,1.0,No,Urban,26
20.0,4.9,Windy,Low,0,motorcycle,1.0,No,Metropolitian,15
25.0,4.1,Windy,Low,0,motorcycle,1.0,No,Metropolitian,28
36.0,4.6,Sunny,Jam,0,motorcycle,1.0,No,Urban,30
27.0,4.7,Fog,Low,0,motorcycle,1.0,No,Metropolitian,20
35.0,4.1,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,32
31.0,4.8,Stormy,High,1,scooter,1.0,No,Metropolitian,26
33.0,4.8,Stormy,Low,2,scooter,1.0,No,Metropolitian,22
23.0,5.0,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,44
23.0,4.5,Windy,Medium,2,scooter,1.0,No,Urban,26
29.0,4.7,Sunny,Medium,1,motorcycle,0.0,No,Metropolitian,14
29.0,4.8,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,26
30.0,5.0,Cloudy,Low,2,scooter,1.0,No,Urban,19
39.0,4.9,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,25
34.0,4.3,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,36
